TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
BRSR3;11,94;8,88;5,15;0,54;0,05;58,44;13,65;11,57;4,36;4,17;;;0,60;3,11;-0,05;1,33;10,49;0,91;;0,09;0,91;0,08;-5,99;5,43;75.951,33;22,12;2,32;0,17;4.673.128.330,30
BRSR5;16,71;7,80;7,20;0,76;0,07;58,44;13,65;11,57;6,11;4,17;;;0,83;4,35;-0,07;1,33;10,49;0,91;;0,09;0,91;0,08;-5,99;5,43;5.566,00;22,12;2,32;0,24;4.673.128.330,30
BRSR6;10,91;9,72;4,70;0,49;0,04;58,44;13,65;11,57;3,99;4,17;;;0,54;2,84;-0,05;1,33;10,49;0,91;;0,09;0,91;0,08;-5,99;5,43;23.648.150,43;22,12;2,32;0,15;4.673.128.330,30
BSEV3;9,00;;10,22;-10,84;0,78;26,77;17,92;5,55;3,17;5,46;2,30;;0,57;-1,59;-1,13;0,39;-106,05;7,59;30,90;-0,07;1,07;1,37;10,88;;1.097.133,50;-0,83;0,88;-0,06;9.183.864.834,00
BSLI3;24,39;5,31;14,57;3,40;0,29;46,09;20,53;20,46;14,52;13,46;;;2,98;-0,85;-0,32;0,20;23,36;1,99;;0,09;0,91;0,10;5,49;24,83;16.510,00;7,17;1,67;0,41;8.208.913.135,00
BSLI4;16,60;8,58;9,92;2,32;0,20;46,09;20,53;20,46;9,88;13,46;;;2,03;-0,58;-0,22;0,20;23,36;1,99;;0,09;0,91;0,10;5,49;24,83;17.828,28;7,17;1,67;0,28;8.208.913.135,00
BTTL4;11.091,73;;2.230,62;1.830,03;638,56;16,58;8,25;7,83;2.117,19;3,27;0,12;0,10;174,75;2.076,20;-1.937,16;1,85;82,04;28,63;49,04;0,35;0,65;3,65;44,52;101,93;;6,06;4,97;6,11;245.496.583,36
CALI3;98,18;3,38;4,89;3,99;0,19;35,13;18,84;10,23;2,66;6,15;4,36;6,55;0,50;0,65;-0,46;1,99;81,51;3,90;13,05;0,05;0,95;0,38;21,88;12,16;;24,62;20,07;0,02;24.582.197,20
CALI4;50,00;6,64;2,49;2,03;0,10;35,13;18,84;10,23;1,35;6,15;4,36;6,55;0,25;0,33;-0,23;1,99;81,51;3,90;13,05;0,05;0,95;0,38;21,88;12,16;;24,62;20,07;0,01;24.582.197,20
CAMB3;4,87;0,75;7,49;1,65;0,65;46,89;15,03;11,45;5,70;8,26;2,55;0,74;0,86;21,33;-1,10;1,08;21,99;8,62;13,41;0,39;0,61;0,75;-2,78;;225.210,55;2,96;0,65;0,30;205.879.639,60
CAMB4;6,25;0,59;9,61;2,11;0,83;46,89;15,03;11,45;7,32;8,26;2,55;0,74;1,10;27,37;-1,42;1,08;21,99;8,62;13,41;0,39;0,61;0,75;-2,78;;;2,96;0,65;0,39;205.879.639,60
CAML3;8,81;2,97;26,32;1,10;0,39;20,22;6,77;1,34;5,19;8,22;3,03;0,64;0,35;1,07;-1,07;2,35;4,20;1,48;8,40;0,35;0,65;1,11;12,04;1,70;12.376.704,13;7,98;0,33;-0,36;3.171.600.000,00
CARD3;14,31;5,33;9,89;1,74;1,05;32,30;17,81;11,77;6,53;6,76;0,23;0,06;1,16;24,58;-1,49;1,17;17,65;10,62;14,87;0,60;0,40;0,90;1,99;11,62;2.902.061,98;8,20;1,45;0,34;598.158.000,00
CASH3;1,92;0,32;-40,81;2,22;1,71;-25,75;-25,75;-14,35;-22,74;-15,19;7,56;-0,74;5,86;2,71;-6,55;6,82;-5,44;-4,19;-12,16;0,77;0,23;0,29;;;85.340.815,90;0,87;-0,05;0,18;1.543.046.400,00
CASN3;15,01;;97,32;7,85;3,36;49,62;22,88;11,08;47,14;41,47;4,77;0,79;10,78;359,05;-3,84;1,08;8,07;3,45;6,77;0,43;0,57;0,31;5,83;36,60;;1,91;0,15;4,88;10.224.353.499,27
CASN4;8,37;;54,27;4,38;1,87;49,62;22,88;11,08;26,29;41,47;4,77;0,79;6,01;200,21;-2,14;1,08;8,07;3,45;6,77;0,43;0,57;0,31;5,83;36,60;;1,91;0,15;2,72;10.224.353.499,27
CATA3;103,61;15,54;0,94;0,10;0,05;24,90;7,61;7,53;0,93;3,88;2,96;0,32;0,07;0,19;-0,11;2,30;10,79;5,70;7,17;0,53;0,47;0,76;1,83;54,22;;1.020,76;110,10;0,00;14.940.354,78
CATA4;0,00;;0,00;0,00;0,00;24,90;7,61;7,53;0,00;3,88;2,96;0,32;0,00;0,00;0,00;2,30;10,79;5,70;7,17;0,53;0,47;0,76;1,83;54,22;;1.020,76;110,10;0,00;14.940.354,78
CBAV3;17,36;;18,59;2,19;0,86;20,01;25,74;23,02;16,63;18,82;2,19;0,29;4,28;4,51;-1,38;2,06;11,80;4,65;6,37;0,39;0,61;0,20;;;69.168.434,40;7,91;0,93;-0,12;10.343.666.660,88
CBEE3;19,21;1,86;55,33;1,24;0,28;15,08;6,18;0,98;8,81;19,54;10,73;1,51;0,54;-2,64;-0,37;0,69;2,25;0,51;5,26;0,23;0,77;0,52;13,66;;5.669,00;15,46;0,35;0,79;4.614.432.582,41
CCRO3;13,02;1,26;37,81;3,07;0,64;37,92;29,75;5,68;7,22;12,98;5,76;2,45;2,15;12,79;-0,79;1,35;8,12;1,68;7,27;0,21;0,79;0,30;4,14;-16,50;124.742.180,58;4,24;0,34;0,14;26.300.400.000,00
CCXC3;1,16;;-0,19;-0,03;0,39;;;;-11,09;-10,90;0,19;;;-0,03;;0,06;-13,51;-208,66;0,23;-15,45;16,45;0,00;;;;-45,41;-6,13;0,00;1.973.425,64
CEAB3;4,40;;4,12;0,45;0,16;46,52;1,80;6,38;14,62;18,11;3,50;0,11;0,26;0,90;-0,29;1,63;10,99;3,79;-5,38;0,35;0,65;0,59;1,51;;16.797.055,75;9,72;1,07;-0,01;1.356.278.299,20
CEBR3;13,70;164,27;0,79;0,93;0,65;48,62;547,73;364,47;0,53;0,13;-0,38;-0,68;2,88;1,91;-1,78;2,17;118,17;82,57;118,14;0,70;0,30;0,23;-30,49;61,89;80.749,38;14,68;17,35;0,00;956.785.364,25
CEBR5;12,78;176,10;0,74;0,87;0,61;48,62;547,73;364,47;0,49;0,13;-0,38;-0,68;2,69;1,78;-1,66;2,17;118,17;82,57;118,14;0,70;0,30;0,23;-30,49;61,89;59.465,41;14,68;17,35;0,00;956.785.364,25
CEBR6;12,85;192,65;0,74;0,88;0,61;48,62;547,73;364,47;0,49;0,13;-0,38;-0,68;2,70;1,79;-1,67;2,17;118,17;82,57;118,14;0,70;0,30;0,23;-30,49;61,89;505.512,20;14,68;17,35;0,00;956.785.364,25
CEDO3;6,98;;45,56;0,48;0,08;15,67;4,67;0,16;1,57;6,00;4,64;1,41;0,07;-1,11;-0,17;0,87;1,04;0,18;11,82;0,18;0,82;1,15;13,54;;16.151,52;14,68;0,15;-0,44;60.827.847,36
CEDO4;4,89;;31,92;0,33;0,06;15,67;4,67;0,16;1,10;6,00;4,64;1,41;0,05;-0,78;-0,12;0,87;1,04;0,18;11,82;0,18;0,82;1,15;13,54;;15.760,42;14,68;0,15;-0,31;60.827.847,36
CEEB3;35,75;24,01;5,06;1,43;0,37;26,91;21,63;12,49;2,93;7,13;3,35;1,63;0,63;6,90;-0,49;1,29;28,22;7,38;15,44;0,26;0,74;0,59;15,08;48,10;49.567,66;25,01;7,06;0,11;12.114.690.166,79
CEEB5;34,49;24,89;4,89;1,38;0,36;26,91;21,63;12,49;2,82;7,13;3,35;1,63;0,61;6,66;-0,48;1,29;28,22;7,38;15,44;0,26;0,74;0,59;15,08;48,10;5.507,00;25,01;7,06;0,11;12.114.690.166,79
CEEB6;60,68;15,56;8,60;2,43;0,63;26,91;21,63;12,49;4,97;7,13;3,35;1,63;1,07;11,71;-0,84;1,29;28,22;7,38;15,44;0,26;0,74;0,59;15,08;48,10;;25,01;7,06;0,19;12.114.690.166,79
CEED3;43,00;;-7,44;-1,10;0,44;9,93;0,80;-8,07;74,90;130,63;55,75;;0,60;8,23;-0,71;1,16;-14,83;-5,85;1,63;-0,39;1,39;0,72;12,08;;5.103,00;-38,94;-5,78;0,10;2.934.471.588,14
CEED4;40,01;;-6,93;-1,03;0,40;9,93;0,80;-8,07;69,69;130,63;55,75;;0,56;7,66;-0,66;1,16;-14,83;-5,85;1,63;-0,39;1,39;0,72;12,08;;17.894,00;-38,94;-5,78;0,09;2.934.471.588,14
CEGR3;89,00;2,84;48,67;22,64;6,18;26,47;17,50;10,76;29,91;31,20;1,29;0,98;5,24;-42,06;-8,15;0,62;46,52;12,70;24,45;0,27;0,73;1,18;7,18;10,31;8.900,00;3,93;1,83;1,40;23.107.758.148,00
CEPE3;125,26;3,80;26,03;4,94;0,72;18,30;11,77;4,15;9,19;14,30;5,80;3,12;1,08;10,68;-1,04;1,29;18,98;2,78;10,58;0,15;0,85;0,67;12,45;;;25,34;4,81;0,90;8.637.546.222,13
CEPE5;40,01;11,90;8,32;1,58;0,23;18,30;11,77;4,15;2,94;14,30;5,80;3,12;0,35;3,41;-0,33;1,29;18,98;2,78;10,58;0,15;0,85;0,67;12,45;;41.711,79;25,34;4,81;0,29;8.637.546.222,13
CEPE6;40,00;13,09;8,31;1,58;0,23;18,30;11,77;4,15;2,93;14,30;5,80;3,12;0,35;3,41;-0,33;1,29;18,98;2,78;10,58;0,15;0,85;0,67;12,45;;21.288,00;25,34;4,81;0,29;8.637.546.222,13
CESP3;25,55;;18,98;1,10;0,58;57,01;57,55;19,23;6,34;7,42;1,13;0,20;3,65;-115,81;-0,63;0,94;5,81;3,06;11,01;0,53;0,47;0,16;6,56;4,67;140.577,00;23,16;1,35;-0,25;8.302.192.833,55
CESP5;25,00;;18,57;1,08;0,57;57,01;57,55;19,23;6,20;7,42;1,13;0,20;3,57;-113,32;-0,61;0,94;5,81;3,06;11,01;0,53;0,47;0,16;6,56;4,67;8.894,80;23,16;1,35;-0,25;8.302.192.833,55
CESP6;25,25;;18,76;1,09;0,57;57,01;57,55;19,23;6,27;7,42;1,13;0,20;3,61;-114,45;-0,62;0,94;5,81;3,06;11,01;0,53;0,47;0,16;6,56;4,67;75.751.511,28;23,16;1,35;-0,25;8.302.192.833,55
CGAS3;130,00;12,50;8,13;15,59;1,40;30,00;22,03;18,10;6,68;9,03;2,35;5,48;1,47;-44,21;-2,12;0,91;191,74;17,27;30,09;0,09;0,91;0,95;15,66;18,65;102.993,40;8,34;15,99;0,10;17.227.676.310,00
CGAS5;130,00;13,75;8,13;15,59;1,40;30,00;22,03;18,10;6,68;9,03;2,35;5,48;1,47;-44,21;-2,12;0,91;191,74;17,27;30,09;0,09;0,91;0,95;15,66;18,65;376.579,30;8,34;15,99;0,10;17.227.676.310,00
CGRA3;33,40;7,01;3,69;0,86;0,59;53,42;29,35;28,46;3,58;3,42;-0,20;-0,05;1,05;2,11;-1,16;2,38;23,36;16,10;18,20;0,69;0,31;0,57;9,46;22,23;105.426,95;38,71;9,04;0,03;651.911.359,40
CGRA4;34,00;6,89;3,76;0,88;0,61;53,42;29,35;28,46;3,65;3,42;-0,20;-0,05;1,07;2,15;-1,18;2,38;23,36;16,10;18,20;0,69;0,31;0,57;9,46;22,23;265.302,40;38,71;9,04;0,03;651.911.359,40
CIEL3;3,60;4,72;10,08;1,44;0,10;29,08;13,49;8,31;6,21;6,66;0,46;0,11;0,84;0,82;-0,70;1,16;14,28;0,97;7,62;0,07;0,90;0,12;-1,02;-24,69;114.305.732,10;2,50;0,36;0,10;9.780.534.219,60
CLSA3;5,13;;-12,94;1,24;0,98;37,43;-16,87;-16,29;-12,49;-4,19;8,30;-0,82;2,11;1,30;-9,41;6,22;-9,59;-7,54;-10,09;0,79;0,21;0,46;;;18.336.902,48;4,14;-0,40;0,03;964.060.687,80
CLSC3;57,50;8,96;6,09;0,85;0,19;10,51;6,04;4,13;4,16;6,35;2,21;0,45;0,25;4,59;-0,27;1,15;13,89;3,04;8,19;0,22;0,78;0,74;13,22;;32.579,22;67,96;9,44;-0,20;2.206.805.144,58
CLSC4;57,02;9,93;6,04;0,84;0,18;10,51;6,04;4,13;4,13;6,35;2,21;0,45;0,25;4,55;-0,27;1,15;13,89;3,04;8,19;0,22;0,78;0,74;13,22;;293.995,18;67,96;9,44;-0,20;2.206.805.144,58
CMIG3;20,21;6,54;9,12;1,76;0,66;19,98;20,66;11,15;4,92;5,39;1,27;0,45;1,02;15,13;-0,88;1,21;19,28;7,21;19,48;0,37;0,63;0,65;12,38;62,18;8.072.026,53;11,49;2,22;0,29;28.653.859.750,32
CMIG4;15,27;8,65;6,89;1,33;0,50;19,98;20,66;11,15;3,72;5,39;1,27;0,45;0,77;11,43;-0,66;1,21;19,28;7,21;19,48;0,37;0,63;0,65;12,38;62,18;134.940.092,48;11,49;2,22;0,22;28.653.859.750,32
CMIN3;5,21;8,99;4,57;2,08;1,08;57,94;49,74;33,46;3,08;2,42;-0,66;-0,44;1,53;4,65;-2,05;1,96;45,51;23,60;35,46;0,52;0,48;0,71;;;37.815.121,23;2,50;1,14;0,08;29.130.392.378,98
CMSA3;0,00;;0,00;0,00;0,00;;;;0,00;0,16;0,16;-0,89;;0,00;0,00;41,92;-553,92;-542,38;-560,22;0,98;0,02;0,00;;;;0,00;0,00;0,00;0,00
CMSA4;0,00;;0,00;0,00;0,00;;;;0,00;0,16;0,16;-0,89;;0,00;0,00;41,92;-553,92;-542,38;-560,22;0,98;0,02;0,00;;;;0,00;0,00;0,00;0,00
CNSY3;30,22;;-33,48;-32,28;4,91;-29,13;-29,22;-46,53;-53,32;-60,99;-7,67;;15,58;-22,27;-5,90;0,43;-96,39;-14,67;-18,78;-0,15;1,15;0,32;-8,64;;;-0,94;-0,90;0,90;935.885.083,86
COCE3;58,73;2,87;9,36;1,31;0,41;16,31;11,33;6,02;4,97;7,43;3,74;0,99;0,56;-30,18;-0,58;0,96;14,01;4,35;10,51;0,31;0,69;0,72;14,63;4,45;11.395,50;44,79;6,28;0,11;3.394.053.669,55
COCE5;53,80;3,13;8,57;1,20;0,37;16,31;11,33;6,02;4,56;7,43;3,74;0,99;0,52;-27,65;-0,53;0,96;14,01;4,35;10,51;0,31;0,69;0,72;14,63;4,45;1.465.160,50;44,79;6,28;0,10;3.394.053.669,55
COCE6;19,17;8,80;3,05;0,43;0,13;16,31;11,33;6,02;1,62;7,43;3,74;0,99;0,18;-9,85;-0,19;0,96;14,01;4,35;10,51;0,31;0,69;0,72;14,63;4,45;;44,79;6,28;0,04;3.394.053.669,55
COGN3;2,55;;-9,78;0,35;0,17;60,16;1,64;-10,24;61,03;135,87;74,83;0,43;1,00;1,66;-0,22;1,70;-3,55;-1,72;0,15;0,48;0,52;0,17;-1,85;;110.588.044,03;7,34;-0,26;0,11;4.785.345.835,50
CORR3;2,71;;-0,03;-0,08;0,00;89,26;-294,80;-215,17;-0,02;5,13;5,61;;0,07;0,00;-0,02;25,42;-250,06;-9,58;391,38;-0,04;1,04;0,04;-18,56;;;-33,56;-83,92;0,00;1.278.894,65
CORR4;82,00;;-0,98;-2,44;0,09;89,26;-294,80;-215,17;-0,71;5,13;5,61;;2,10;0,12;-0,46;25,42;-250,06;-9,58;391,38;-0,04;1,04;0,04;-18,56;;;-33,56;-83,92;0,01;1.278.894,65
CPFE3;36,22;10,22;8,79;2,48;0,63;23,61;18,89;12,11;5,63;8,28;2,65;1,17;1,06;15,82;-0,83;1,20;28,25;7,18;14,40;0,25;0,75;0,59;15,46;39,43;122.084.475,00;14,59;4,12;0,29;41.734.655.816,80
CPLE11;37,02;9,69;4,09;0,91;0,41;20,28;22,71;20,65;3,72;5,25;1,53;0,38;0,84;6,31;-0,53;1,40;22,33;10,00;12,31;0,45;0,55;0,48;12,85;40,78;18.502.451,00;40,52;9,05;0,15;20.261.443.965,00
CPLE3;6,78;9,80;3,75;0,84;0,37;20,28;22,71;20,65;3,41;5,25;1,53;0,38;0,77;5,78;-0,48;1,40;22,33;10,00;12,31;0,45;0,55;0,48;12,85;40,78;7.617.725,20;8,10;1,81;0,14;20.261.443.965,00
CPLE5;25,00;3,18;13,81;3,09;1,38;20,28;22,71;20,65;12,56;5,25;1,53;0,38;2,85;21,31;-1,78;1,40;22,33;10,00;12,31;0,45;0,55;0,48;12,85;40,78;4.122,10;8,10;1,81;0,51;20.261.443.965,00
CPLE6;7,59;9,63;4,19;0,94;0,42;20,28;22,71;20,65;3,81;5,25;1,53;0,38;0,87;6,47;-0,54;1,40;22,33;10,00;12,31;0,45;0,55;0,48;12,85;40,78;92.518.859,53;8,10;1,81;0,16;20.261.443.965,00
CPRE3;18,23;;7,40;1,85;0,91;63,82;51,40;42,71;6,15;6,99;0,85;0,26;3,16;-16,36;-1,01;0,65;25,06;12,32;21,89;0,49;0,51;0,29;15,78;;;9,83;2,46;0,09;10.824.655.047,92
CRDE3;22,40;;-7,77;0,54;0,47;17,94;-155,14;-142,37;-7,13;-5,33;1,80;-0,14;11,06;4,97;-0,57;2,11;-6,95;-5,99;-7,61;0,86;0,14;0,04;-22,10;;12.551,18;41,47;-2,88;0,14;54.256.227,20
CREM3;14,50;;32,70;2,45;0,67;30,30;7,39;2,10;9,28;13,11;3,84;1,01;0,69;4,89;-1,69;1,29;7,50;2,05;9,29;0,27;0,73;0,98;1,09;;;5,91;0,44;22,14;465.122.474,00
CRFB3;20,85;2,61;13,17;2,25;0,70;19,13;6,58;4,04;8,09;8,49;0,40;0,11;0,53;23,50;-1,47;1,06;17,09;5,34;15,14;0,31;0,69;1,32;10,34;21,78;100.348.217,40;9,26;1,58;0,74;41.412.781.867,50
CRIV3;4,87;0,51;;0,47;0,04;57,41;15,44;0,00;4,05;4,18;;;0,62;0,13;-0,07;16,40;0,00;0,00;;0,10;0,90;0,07;-1,83;;11.830,41;10,33;0,00;;517.686.573,91
CRIV4;5,24;8,57;;0,51;0,05;57,41;15,44;0,00;4,35;4,18;;;0,67;0,14;-0,08;16,40;0,00;0,00;;0,10;0,90;0,07;-1,83;;7.004,37;10,33;0,00;;517.686.573,91
CRPG3;52,05;9,64;5,46;1,72;1,26;32,73;29,56;28,87;5,33;4,57;-0,61;-0,20;1,58;2,76;-3,38;3,67;31,54;23,08;31,04;0,73;0,27;0,80;17,77;26,92;8.802,25;30,22;9,53;0,11;1.467.801.392,61
CRPG5;49,79;10,07;5,22;1,65;1,21;32,73;29,56;28,87;5,10;4,57;-0,61;-0,20;1,51;2,64;-3,23;3,67;31,54;23,08;31,04;0,73;0,27;0,80;17,77;26,92;377.652,68;30,22;9,53;0,10;1.467.801.392,61
CRPG6;53,00;9,46;5,56;1,75;1,28;32,73;29,56;28,87;5,43;4,57;-0,61;-0,20;1,61;2,81;-3,44;3,67;31,54;23,08;31,04;0,73;0,27;0,80;17,77;26,92;27.019,62;30,22;9,53;0,11;1.467.801.392,61
CSAB3;63,98;1,59;52,77;2,83;1,31;135,87;202,63;322,07;83,88;73,98;;;169,96;7,69;-1,74;3,17;5,36;2,48;;0,46;0,54;0,01;-42,66;-30,14;13.000,00;22,61;1,21;-0,65;433.382.400,00
CSAB4;48,88;2,29;40,32;2,16;1,00;135,87;202,63;322,07;64,08;73,98;;;129,85;5,88;-1,33;3,17;5,36;2,48;;0,46;0,54;0,01;-42,66;-30,14;5.000,00;22,61;1,21;-0,49;433.382.400,00
CSAN3;21,39;2,96;6,55;1,39;0,41;25,45;34,83;24,58;4,62;8,40;3,77;1,13;1,61;2,80;-0,57;2,11;21,21;6,26;10,57;0,30;0,70;0,25;26,99;42,66;148.029.390,23;15,41;3,27;0,01;40.086.377.235,48
CSED3;3,72;;17,12;0,98;0,30;47,27;17,21;4,56;4,53;4,83;0,29;0,06;0,78;1,91;-0,41;2,33;5,71;1,74;11,78;0,30;0,70;0,38;;;2.815.180,40;3,81;0,22;-0,07;1.420.378.732,80
CSMG3;14,33;4,63;10,14;0,81;0,43;36,46;14,36;9,12;6,44;9,60;3,16;0,40;0,92;8,35;-0,54;1,34;7,95;4,23;6,79;0,53;0,47;0,46;7,89;4,37;29.958.649,55;17,78;1,41;-0,30;5.449.026.478,77
CSNA3;21,39;9,88;2,42;1,27;0,37;46,07;42,87;25,59;1,44;2,09;0,64;0,57;0,62;2,85;-0,67;1,43;52,44;15,44;27,81;0,29;0,71;0,60;22,81;;276.524.557,38;16,85;8,83;0,01;29.679.139.365,33
CSRN3;18,00;15,54;5,37;1,86;0,56;25,59;20,96;15,07;3,86;6,21;2,34;1,12;0,81;52,16;-0,79;1,04;34,56;10,49;17,74;0,30;0,70;0,70;15,05;26,87;8.727,16;9,69;3,35;0,11;3.032.998.065,80
CSRN5;18,20;16,91;5,43;1,88;0,57;25,59;20,96;15,07;3,91;6,21;2,34;1,12;0,82;52,74;-0,80;1,04;34,56;10,49;17,74;0,30;0,70;0,70;15,05;26,87;6.111,17;9,69;3,35;0,11;3.032.998.065,80
CSRN6;18,00;17,10;5,37;1,86;0,56;25,59;20,96;15,07;3,86;6,21;2,34;1,12;0,81;52,16;-0,79;1,04;34,56;10,49;17,74;0,30;0,70;0,70;15,05;26,87;5.582,40;9,69;3,35;0,11;3.032.998.065,80
CTCA3;0,00;;0,00;0,00;0,00;66,62;43,97;31,03;0,00;-2,13;-2,13;-0,54;0,00;0,00;0,00;3,01;18,00;12,82;16,20;0,71;0,29;0,41;31,33;141,63;;2,15;0,39;0,00;0,00
CTKA3;27,50;;2,97;-1,27;0,27;40,55;12,21;10,46;2,54;9,95;8,13;;0,31;0,91;-0,93;1,72;-42,91;9,12;15,23;-0,21;1,21;0,87;12,05;;8.730,00;-21,59;9,26;-0,10;122.240.384,45
CTKA4;12,95;;1,40;-0,60;0,13;40,55;12,21;10,46;1,20;9,95;8,13;;0,15;0,43;-0,44;1,72;-42,91;9,12;15,23;-0,21;1,21;0,87;12,05;;39.313,06;-21,59;9,26;-0,05;122.240.384,45
CTNM3;7,91;;-2,96;0,18;0,06;31,90;7,34;-3,70;1,49;8,51;7,48;0,88;0,11;-2,18;-0,10;0,94;-5,93;-1,94;5,34;0,33;0,67;0,52;-3,61;;3.420,80;45,08;-2,67;0,05;166.576.208,66
CTNM4;3,38;;-1,27;0,08;0,02;31,90;7,34;-3,70;0,64;8,51;7,48;0,88;0,05;-0,93;-0,04;0,94;-5,93;-1,94;5,34;0,33;0,67;0,52;-3,61;;46.174,13;45,08;-2,67;0,02;166.576.208,66
CTSA3;1,80;;7,39;0,66;0,30;15,79;8,32;4,51;4,01;7,19;3,18;0,52;0,33;10,38;-0,50;1,08;8,89;4,04;8,85;0,45;0,55;0,89;9,79;;109.199,18;2,74;0,24;-0,01;200.338.434,00
CTSA4;1,15;;4,72;0,42;0,19;15,79;8,32;4,51;2,56;7,19;3,18;0,52;0,21;6,63;-0,32;1,08;8,89;4,04;8,85;0,45;0,55;0,89;9,79;;85.571,60;2,74;0,24;-0,01;200.338.434,00
CTSA8;0,00;;0,00;0,00;0,00;15,79;8,32;4,51;0,00;7,19;3,18;0,52;0,00;0,00;0,00;1,08;8,89;4,04;8,85;0,45;0,55;0,89;9,79;;;2,74;0,24;0,00;200.338.434,00
CURY3;7,46;2,30;7,26;2,95;0,84;37,09;21,65;17,24;5,79;4,99;-0,80;-0,41;1,25;2,87;-3,01;1,68;40,60;11,54;30,10;0,28;0,72;0,67;;;6.819.924,58;2,53;1,03;0,00;2.177.388.156,48
CVCB3;13,37;;-6,31;8,01;0,61;100,00;-53,72;-57,68;-6,78;-6,79;-0,01;0,01;3,64;-7,98;-1,52;0,89;-126,93;-9,61;-36,79;0,08;0,92;0,17;-4,94;;186.226.510,35;1,67;-2,12;0,10;3.007.378.396,33
CXSE3;7,95;6,80;12,58;2,26;2,24;;;;10,91;10,75;-0,17;-0,03;;27,22;-2,46;10,21;17,96;17,80;17,86;0,99;0,01;0,00;;11,72;20.403.179,90;3,52;0,63;1,76;23.850.000.000,00
CYRE3;14,64;3,86;6,40;0,86;0,42;34,77;22,19;19,09;5,51;6,58;1,07;0,17;1,22;1,08;-1,00;3,11;13,44;6,61;9,33;0,49;0,51;0,35;8,44;43,29;128.645.340,35;17,02;2,29;-0,13;5.852.234.577,36
DASA3;23,49;1,28;-58,12;1,74;0,57;29,92;0,85;-2,17;148,77;194,33;45,56;0,53;1,26;-160,32;-0,80;0,99;-3,00;-0,97;-0,45;0,32;0,68;0,45;27,93;;10.151.726,88;13,47;-0,40;-1,16;13.167.983.421,36
DESK3;13,35;;45,13;1,31;0,54;56,91;19,70;7,39;16,93;20,58;3,65;0,28;3,34;4,63;-0,72;1,85;2,89;1,19;4,09;0,41;0,59;0,16;;;5.718.129,30;10,22;0,30;-11,66;1.163.851.838,55
DEXP3;7,92;3,54;3,88;1,41;0,57;20,82;14,32;10,81;2,93;3,91;0,99;0,47;0,42;1,76;-1,68;1,98;36,22;14,81;28,29;0,41;0,59;1,37;32,29;29,54;3.238.307,05;5,63;2,04;0,06;741.297.268,35
DEXP4;7,35;4,05;3,60;1,30;0,53;20,82;14,32;10,81;2,72;3,91;0,99;0,47;0,39;1,64;-1,56;1,98;36,22;14,81;28,29;0,41;0,59;1,37;32,29;29,54;48.991,37;5,63;2,04;0,06;741.297.268,35
DIRR3;12,09;5,71;11,37;1,24;0,32;36,43;18,18;8,98;5,62;6,32;0,70;0,16;1,02;0,77;-0,64;5,75;10,93;2,81;10,50;0,26;0,74;0,31;5,52;;20.844.245,65;9,73;1,06;0,28;1.813.500.000,00
DMMO3;1,68;;15,07;-1,56;3,70;57,25;72,59;30,59;6,35;6,26;-0,09;;4,61;68,82;-7,37;1,12;-10,38;24,54;-24,63;-2,36;3,36;0,80;-1,34;;31.719.407,05;-1,07;0,11;-0,13;856.270.915,92
DMVF3;4,75;;121,46;0,29;0,16;32,50;-0,19;0,17;-113,81;-92,33;21,48;-0,05;0,21;6,44;-0,22;1,10;0,24;0,13;-2,62;0,57;0,43;0,78;;;939.757,53;16,56;0,04;0,08;240.363.499,50
DOHL3;19,00;0,98;18,58;2,04;1,56;30,33;12,38;11,47;17,21;13,88;0,06;0,01;2,13;3,87;-3,27;4,32;10,98;8,38;9,68;0,76;0,24;0,73;9,46;38,00;1.900,00;9,32;1,02;-2,34;1.154.117.707,95
DOHL4;5,63;3,63;5,51;0,60;0,46;30,33;12,38;11,47;5,10;13,88;0,06;0,01;0,63;1,15;-0,97;4,32;10,98;8,38;9,68;0,76;0,24;0,73;9,46;38,00;36.411,53;9,32;1,02;-0,69;1.154.117.707,95
DOTZ3;3,30;;-5,30;-5,60;1,07;89,34;-59,40;-66,61;-5,94;-2,39;3,55;;3,53;58,44;-6,65;1,02;-105,75;-20,23;168,98;-0,19;1,19;0,30;;;400.024,78;-0,59;-0,62;-0,18;435.825.561,60
DTCY3;7,85;;-18,14;376,64;5,77;22,43;-49,96;-50,31;-18,26;-23,55;-0,12;2,57;9,12;-22,72;-8,41;0,55;-2.076,72;-31,81;-241,13;0,02;0,98;0,63;-8,48;;2.331,14;0,02;-0,43;0,01;112.052.739,60
DTCY4;62,60;;-144,63;3.003,49;46,01;22,43;-49,96;-50,31;-145,65;-23,55;-0,12;2,57;72,77;-181,18;-67,05;0,55;-2.076,72;-31,81;-241,13;0,02;0,98;0,63;-8,48;;;0,02;-0,43;0,07;112.052.739,60
